sexo Idade REG Q1 Q2 Q3 Ramo_atividade Ocupação UF Q402 Q403 Q404 Q405 Q406 Q407 Q501 Q502 Q7 Q8 Q12P1A Q12P2A Q12P2B Q18 Q21 Q22A P1 P8 P9 P1001 P1002 P1003 P1004 P1101 P1102 P1103 P1104 P1105 P12 P24 P25 P26 P29 P30 D4 D12A Q13B2 Q13B2A Q10A Q10B Q11 Q12P1B Q13A Q13B Q22B Q22C Q22D P1A D51 D52 Q1501 Q1502 Q1503 Q1504 Q1505 Q1506 Q1507 Q1508 Q1509 Q1510 Q1511 Q1512 Q1513 Q1514 Q1515 Q1516 Q1517 Q1518 Q1519 Q1520 Q1521 Q1522 Q1523 Q1524 Q1525 Q1526 Escolaridade Q14A Q14B P201 P203 P204 P205 P207 P208 P209 P210 P211 P212 P213 P216 P217 P215 P202 P206 P214 P18 Q1601 Q1602 Q1603 Q1604 Q1605 Q1606 Q1607 Q1608 Q1609 Q1610 Q1611 Q1612 Q1613 Q1614 Q1615 Q1616 Q1617 Q1618 Q1619 Q1620 Q1621 P301 P302 P304 P305 P308 P309 P310 P311 P312 P303 P307 P306 P401 P402 P403 P404 P405 P406 P407 P408 P409 P410 P411 P412 P5 P601 P602 P603 P604 P605 P606 P607 P608 P609 P610 P611 P612 P613 P614 P615 P616 P27 D11 D10 D9Renda D7 seq Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
1 6 2 2 1 3 8 4 8 1 2 1 1 1 1 1 7 1 1 1 1 1 11 2 1 1 1 2 1 1 1 1 1 1 1 1 4 1 2 7 7 1 1 1 2 4 7 1 27 4 5 4 16 5 3 2 6 2 1 1 1 5 12 3 3 12 12 12 3 12 12 1 4 12 4 3 4 2 2 4 2 4 12 12 11 3 4 5 1 1 2 2 1 1 1 1 1 1 1 1 2 2 2 1 1 1 6 2 5 1 4 2 3 6 3 6 3 12 12 2 12 12 4 3 3 2 1 1 1 6 2 6 1 1 5 1 3 3 3 1 1 1 3 1 4 4 4 1 1 3 1 1 1 1 6 5 7 1 7 5 4 3 1 1 1 4 5 2 17 1 6 1 2 550 16221384812111117111111121112111111114127711124712745416532621115123312121231212141243422424121211345112211111111222111625142363631212212124332111626115133311131444113111165717543111452171612 1 0,3333 0,3333 0,3333 0,0953 0,2042 0,7005
1 2 2 3 2 3 6 1 8 1 5 1 5 3 1 1 3 1 1 1 1 1 11 5 2 2 1 1 1 4 1 5 1 1 1 5 3 1 2 2 3 1 2 2 3 3 7 2 28 3 5 3 16 2 32 6 30 2 2 11 12 12 13 1 12 12 12 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 6 12 12 3 11 12 1 12 12 11 12 12 12 12 12 12 1 6 12 12 6 1 1 2 2 2 1 2 2 2 2 5 2 1 3 2 2 2 2 2 2 2 2 2 2 2 1 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 2 2 3 2 2 551 12232361815153113111111152211141511153122312233722835316232630221112121311212121112121212121212121212121212121212117132222222222222222216121231112112121112121212121216121261122212222521322222222222111111111111111111111111111111122322 1 0,3333 0,3333 0,3333 0,027 0,9297 0,0433
2 5 2 3 3 3 11 3 8 1 4 1 7 1 4 1 3 1 1 1 1 2 12 4 2 2 1 2 4 6 4 4 2 4 2 1 1 1 1 2 7 2 2 1 2 1 2 2 28 5 9 1 2 2 32 6 30 2 2 9 12 10 12 5 12 12 3 12 12 12 11 12 8 12 3 4 12 12 12 12 12 12 12 12 11 7 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 4 2 12 2 3 3 3 11 4 2 3 2 12 3 2 12 3 2 5 3 4 2 2 3 5 5 6 6 3 2 2 5 6 1 1 3 4 3 3 3 3 3 3 3 2 3 2 1 1 2 2 1 3 4 4 1 1 1 1 3 1 2 3 12 2 3 3 14 552 252333113814171413111121242212464424211112722121222859122326302291210125121231212121112812341212121212121212117622222222222222221242122333114232123212325342235566322561134333333323211221344111131231223314 1 0,3333 0,3333 0,3333 0 0,4313 0,5687
2 4 2 4 3 4 10 4 8 1 5 5 5 7 1 7 4 1 6 1 1 1 12 7 2 2 4 3 1 1 5 5 5 5 6 6 5 1 2 2 7 1 1 1 2 1 2 2 28 2 5 1 2 2 32 6 30 2 2 11 6 12 12 12 12 12 12 12 12 12 3 12 12 12 12 12 12 12 12 12 12 12 12 12 11 6 5 5 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 5 12 12 12 12 6 12 6 12 12 7 12 12 12 12 12 12 12 12 12 12 1 1 7 7 7 7 7 7 2 2 7 8 7 1 3 5 5 5 5 4 4 4 5 3 1 2 6 1 6 1 1 1 2 1 1 1 1 1 1 1 1 1 12 2 3 1 14 553 24243410481555717416111127224311555566512271112122282512232630221161212121212121212123121212121212121212121212121165522222222122222222512121212612612127121212121212121212121177777722787135555444531261611121111111111223114 1 0,3333 0,3333 0,3333 0 1 0
2 4 2 4 1 4 11 3 8 5 5 1 5 1 1 1 7 1 3 1 1 1 11 3 2 1 1 2 1 4 1 1 4 4 1 4 5 1 2 2 7 2 1 2 2 1 2 1 4 1 5 1 2 2 32 6 6 2 2 11 1 4 2 8 12 2 3 12 12 12 12 12 9 2 12 4 12 12 12 12 3 6 12 3 11 10 4 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 12 3 11 11 2 2 6 3 11 3 4 12 12 1 2 1 11 10 6 1 1 5 5 6 7 1 6 5 3 1 7 3 1 3 1 3 3 3 5 3 1 3 4 3 2 1 3 1 2 1 2 3 2 1 1 1 1 1 1 1 1 12 1 3 9 14 554 242414113855151117131111132112141144145122721221214151223266221114281223121212121292124121212123612311104522222222222222222261231111226311341212121111061155671653173131333531343213121232111111111213914 1 0,3333 0,3333 0,3333 0,1206 0,4665 0,4129
2 6 2 3 2 3 11 3 8 1 5 1 1 1 1 3 1 1 3 1 1 1 12 3 2 2 1 3 1 1 1 1 1 1 1 3 1 1 1 2 4 1 1 1 2 1 2 2 28 5 5 1 2 2 32 6 30 2 2 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 3 3 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 12 12 12 12 11 12 1 12 12 11 12 12 12 12 12 12 12 10 12 12 12 3 3 3 3 2 2 3 2 2 2 3 3 3 4 2 2 2 2 4 2 1 1 1 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 5 1 14 555 262323113815111131131111232213111111131112411121222855122326302211121212121212121212121212121212121212121212121212113352222222222222221251212121211121121211121212121212121012121233332232223334222242111322111111111111111425114 1 0,3333 0,3333 0,3333 0 1 0
1 4 2 2 3 7 5 3 8 1 1 1 5 1 1 6 3 2 4 1 1 1 1 5 2 2 4 3 1 1 6 1 6 7 6 1 1 1 1 2 7 1 2 1 6 1 2 1 4 5 5 8 16 1 4 2 30 2 2 11 7 8 12 6 12 12 12 12 12 12 12 12 5 12 12 12 12 12 12 12 12 6 12 12 11 1 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 7 12 12 12 12 11 12 12 12 12 11 12 12 12 12 12 12 12 10 12 12 1 2 5 6 6 6 1 6 1 1 6 1 2 1 3 1 3 3 1 1 4 1 3 1 1 2 1 1 1 1 13 1 1 13 13 1 1 13 11 1 1 1 12 4 3 2 2 556 142237538111511632411115224311616761111271216121455816142302211781261212121212121212512121212121212126121211155222222222222222127121212121112121212111212121212121210121212566616116121313311413112111113111313111311111124322 1 0,3333 0,3333 0,3333 0 0,9489 0,0511
2 2 2 1 3 3 4 3 8 2 2 2 1 7 5 2 2 1 1 1 1 1 11 5 2 2 1 1 1 5 2 5 2 1 1 4 2 1 1 2 3 1 1 2 2 3 7 1 4 2 5 3 16 2 32 6 30 2 2 11 9 6 12 9 12 6 7 12 7 4 5 3 7 6 12 8 2 10 3 8 6 9 12 12 11 5 5 5 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 4 3 8 10 6 11 3 1 4 5 11 5 7 7 4 12 12 1 10 7 2 2 2 6 6 1 1 1 1 1 1 1 6 1 1 4 1 4 1 1 4 1 1 1 1 1 1 11 11 7 6 6 7 11 7 2 4 7 10 10 10 2 1 4 4 3 1 3 557 222133438222175221111111522111525211421123112237142531623263022119612912671274537612821038691212115552221222222222221243810611314511577412121107222661111111611414114111111111176671172471010102144313 1 0,3333 0,3333 0,3333 0 0,2268 0,7732
1 5 2 3 3 7 10 4 8 2 5 2 2 2 4 4 2 1 1 1 1 2 11 3 1 2 1 3 2 5 5 5 5 5 5 5 5 1 2 2 5 1 1 3 1 1 2 2 28 4 5 1 2 5 3 2 30 2 1 11 12 11 12 11 12 12 12 12 12 12 12 12 12 12 12 12 1 12 12 12 12 11 12 12 11 4 2 3 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 2 5 12 12 12 12 11 12 11 12 12 11 12 12 12 12 12 12 12 12 14 12 12 1 3 4 3 6 2 1 5 1 2 4 3 1 4 3 4 4 3 4 4 4 4 4 2 1 3 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 4 2 3 1 10 558 15233710482522244211112113121325555555512251131122284512532302111121112111212121212121212121212121121212121112121142322222222212212212512121212111211121211121212121212121214121213436215124314344344444213113111111111111423110 1 0,3333 0,3333 0,3333 0,0528 0,9085 0,0387
1 4 2 1 1 4 4 3 8 1 5 1 1 1 1 2 1 1 1 1 1 2 11 4 1 1 1 1 1 1 1 1 1 2 5 1 1 1 1 2 4 2 1 1 2 1 1 1 19 3 9 1 1 5 6 2 4 1 2 5 4 5 2 9 4 3 3 12 1 3 2 4 1 1 4 2 5 3 3 2 1 5 1 4 1 10 5 5 1 2 1 2 2 1 2 2 2 2 2 2 2 2 2 1 2 4 5 1 1 3 5 5 10 6 1 5 2 2 1 3 2 1 7 4 1 4 3 1 3 3 3 4 1 1 6 1 3 4 4 2 2 1 2 2 2 4 2 1 1 4 2 1 6 4 3 4 1 1 6 1 1 3 5 3 3 2 1 1 11 2 3 2 2 559 14211443815111121111121141111111112511112421121111939115624125452943312132411425332151411055121221222222222124511355106152213217414313334116134422122242114216434116113533211112322 1 0,3333 0,3333 0,3333 0,2906 0 0,7094
2 2 2 3 3 4 8 1 8 1 5 4 5 1 1 1 5 1 1 1 5 7 14 4 2 2 1 4 4 5 2 5 5 1 2 6 5 1 1 8 5 1 1 3 2 1 2 2 28 2 3 1 2 2 32 6 30 2 2 6 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 1 5 5 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 4 10 8 10 5 9 7 7 7 7 8 12 12 10 12 12 12 6 6 12 12 6 1 2 2 6 2 2 2 2 2 2 6 6 2 2 2 3 3 3 3 3 3 3 3 3 1 4 3 4 6 6 5 7 5 1 4 6 6 9 3 3 1 10 1 3 1 2 560 22233481815451115111571442214452551265118511321222823122326302266121212121212121212121212121212121212121212121211155122222222222222114108105977778121210121212661212612262222226622233333333314346657514669331101312 1 0,3333 0,3333 0,3333 0 0,4458 0,5542
2 3 2 3 3 4 4 2 8 1 4 1 1 1 1 1 1 1 1 1 1 3 13 5 2 2 3 2 1 5 5 2 1 1 1 1 1 1 2 5 4 2 1 1 2 1 6 2 28 5 14 1 15 2 32 6 30 2 2 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 7 12 12 8 6 12 9 7 12 9 12 12 12 12 12 12 4 6 12 12 1 3 1 6 6 6 6 6 6 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 3 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 12 1 5 2 3 561 2323344281411111111113135223215521111112542112162285141152326302261212121212121212121212121212121212121212121212121175122222222222222222571212861297129121212121212461212131666666444433444444444321111112111111111121523 1 0,3333 0,3333 0,3333 0 1 0
2 4 2 4 4 3 7 1 8 1 4 1 4 1 1 7 1 1 1 1 1 1 11 4 2 2 4 3 1 1 2 1 1 1 1 1 2 1 2 5 5 1 1 3 2 4 7 2 28 5 13 1 12 2 32 6 30 2 2 6 12 12 14 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 12 12 12 14 11 12 12 14 12 11 12 12 12 12 12 12 12 2 12 12 1 2 6 6 6 6 6 6 6 6 2 6 3 1 2 2 3 3 4 4 4 4 3 4 3 2 1 1 13 13 13 13 13 13 1 1 1 1 1 1 1 1 1 5 3 2 14 562 24244371814141171111111142243112111112125511324722851311223263022612121412121212121212121212121212121212121212121211322222222222222222224121212141112121412111212121212121221212126666666626312233444434321113131313131311111111153214 1 0,3333 0,3333 0,3333 0 1 0
2 2 2 3 3 3 4 1 8 5 5 1 5 1 1 2 5 1 1 1 1 1 1 4 2 2 3 2 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 3 2 3 7 2 28 3 5 3 16 2 32 6 30 2 2 8 12 12 12 12 12 12 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 9 12 12 8 10 12 6 6 12 11 12 12 12 12 12 12 6 7 12 12 6 1 7 7 7 7 7 7 2 2 2 4 7 1 5 1 1 1 2 1 1 1 1 2 2 1 1 5 1 6 6 6 11 11 11 6 11 1 1 6 1 1 7 2 3 2 2 563 222333418551511251111114223212211111112111132372283531623263022812121212121261212121212121212121212121212121212117552222222222222222219121281012661211121212121212671212617777772224715111211112211516661111116111161172322 1 0,3333 0,3333 0,3333 0 0,9353 0,0647
1 4 2 3 2 3 1 3 8 3 3 3 3 2 3 3 3 6 3 1 1 1 11 7 4 2 4 3 7 7 7 7 6 7 6 6 7 5 1 2 7 2 2 1 6 8 7 4 28 6 5 8 16 3 32 6 30 2 2 14 14 14 14 14 14 14 14 14 12 14 14 12 14 14 14 14 14 14 12 14 14 14 14 14 13 3 4 4 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 14 14 14 14 14 14 14 14 14 14 14 14 14 14 12 14 14 14 14 14 14 1 2 7 7 7 7 7 7 7 3 7 7 3 2 5 5 5 3 5 5 5 5 5 5 3 12 6 12 12 12 12 12 2 12 12 12 12 12 2 2 12 16 3 3 1 3 564 1423231383333233363111117424377776766751272216874286581633263022141414141414141414121414121414141414141214141414141334412222222222222222614141414141414141414141414141214141414141412777777737732555355555531261212121212212121212122212163313 1 0,3333 0,3333 0,3333 0 1 0
2 3 2 4 4 1 10 4 8 4 5 2 4 1 5 1 1 1 1 1 1 3 13 4 2 2 1 1 1 4 2 1 1 1 1 4 5 1 1 5 4 2 1 3 2 1 6 2 28 5 13 1 15 2 32 6 30 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 6 1 12 12 12 1 12 1 1 12 3 12 12 12 12 12 1 4 1 1 12 1 2 2 3 7 7 7 7 7 7 7 7 7 1 1 3 3 3 3 3 3 4 2 3 3 1 1 2 3 6 10 8 10 9 11 2 4 4 4 3 7 6 1 2 3 2 10 565 232441104845241511111131342211142111145115421321622851311523263012111111111111111111111111117532222222222222221261121212112111231212121212141112122377777777711333333423311236108109112444376123210 1 0,3333 0,3333 0,3333 0,4769 0,4006 0,1224
1 3 2 4 3 4 3 1 8 1 1 1 1 1 5 1 1 1 1 1 1 2 11 5 2 3 3 3 1 1 5 4 1 1 1 1 1 1 2 1 7 1 1 3 1 5 7 4 28 3 9 4 16 2 32 6 30 2 2 12 12 14 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 3 6 6 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 1 1 1 12 2 1 12 11 1 12 11 1 12 1 1 1 1 1 1 12 12 1 2 5 2 2 2 2 6 2 2 2 5 2 1 4 1 3 3 1 4 3 1 4 2 2 2 9 11 1 1 11 11 11 11 11 11 11 11 11 1 1 1 7 3 3 1 2 566 132434318111115111111211523331154111111217113157428394162326302212121412121212121212121212121212121212121212121212113662222222212222221211112211211112111121111111212125222262225214133143142229111111111111111111111111173312 1 0,3333 0,3333 0,3333 0,1643 0,8357 0
1 3 2 4 3 5 5 3 8 1 1 1 5 1 5 1 1 3 1 1 1 1 9 4 2 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 3 1 1 3 2 1 2 1 4 5 5 1 2 2 32 6 18 2 2 10 12 12 12 10 12 12 9 12 12 12 10 12 9 12 12 10 12 12 12 9 12 10 12 12 11 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 9 12 12 9 10 12 10 9 12 10 12 12 12 12 12 12 10 10 12 12 8 2 1 2 1 4 2 6 4 2 2 2 4 3 3 2 2 3 4 4 4 1 1 4 4 2 8 9 8 8 8 11 9 9 8 6 8 6 6 9 9 8 4 2 3 8 3 567 132435538111515113111194212111111111122131132121455122326182210121212101212912121210129121210121212912101212114442222222222222222259121291012109121012121212121210101212821214264222433223444114428988811998686699842383 1 0,3333 0,3333 0,3333 0 0,4418 0,5582
1 5 2 3 1 4 10 4 8 5 5 1 1 5 1 4 5 1 1 1 1 1 11 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 4 2 2 3 2 4 7 1 4 1 5 4 16 5 4 2 8 1 2 11 9 12 11 10 12 12 12 10 9 12 12 10 12 10 12 12 10 12 9 11 10 10 10 11 11 1 5 5 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 11 12 11 1 10 12 12 10 12 11 10 12 12 10 10 12 12 11 11 11 11 1 3 1 1 1 1 1 1 3 1 1 2 1 3 1 1 1 1 1 1 1 3 1 3 2 1 11 11 10 11 9 10 10 11 1 1 1 11 1 10 3 7 5 3 8 16 568 1523141048551151451111111111121111111112114223247141541654281211912111012121210912121012101212101291110101011111552112111111121111111112111101212101211101212101012121111111113111111311213111111131321111110119101011111111103753816 1 0,3333 0,3333 0,3333 0 0,6487 0,3513
1 3 2 1 1 1 9 3 8 1 1 1 1 1 1 1 2 1 1 1 1 2 11 4 2 1 1 1 1 1 1 1 1 1 4 4 5 1 1 5 5 2 2 3 2 1 2 1 8 2 9 1 2 2 32 6 4 2 2 1 1 1 1 1 12 11 11 11 12 11 11 12 1 1 11 1 1 1 1 1 11 1 12 1 1 7 5 5 2 1 2 2 2 2 1 2 2 2 1 2 1 2 2 1 2 4 1 1 1 1 1 1 11 1 1 1 11 1 11 1 1 1 1 1 1 1 1 1 1 6 1 6 1 1 6 6 1 6 6 1 1 3 3 1 1 4 4 1 2 4 4 1 1 1 1 11 11 1 11 11 1 1 1 1 1 1 1 1 4 3 3 8 3 569 1321119381111111211112114211111111144511552232121829122326422111111211111112111112111111111111121175521222212221212212411111111111111111111111111616116616611331144124411111111111111111111143383 1 0,3333 0,3333 0,3333 1 0 0
1 5 2 4 2 1 10 4 8 1 4 1 2 1 1 2 1 1 1 1 1 2 9 2 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 7 1 1 1 3 1 2 1 8 5 5 1 2 2 32 6 30 2 2 9 12 5 12 9 12 12 12 6 12 12 8 12 7 12 12 8 5 12 8 6 7 6 7 12 11 6 5 5 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 10 12 12 8 9 12 10 9 12 11 12 12 12 12 12 12 8 11 12 12 9 1 2 1 1 1 1 2 1 2 1 2 2 1 3 1 1 1 1 1 2 1 2 1 1 2 2 6 11 9 8 10 9 7 10 5 6 8 10 9 7 9 4 1 3 8 3 570 15242110481412112111112922211111111112111711131218551223263022912512912121261212812712128512867671211655122222222222222121101212891210912111212121212128111212912111121212213111112121122611981097105681097941383 1 0,3333 0,3333 0,3333 0 0,3916 0,6084
2 5 2 3 3 5 10 4 8 4 4 4 4 1 1 1 2 1 1 1 1 1 14 5 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 7 1 1 3 2 1 2 2 28 5 5 1 2 2 32 6 30 2 2 11 11 12 12 12 12 14 8 12 12 12 12 7 14 12 6 12 12 7 7 14 12 8 12 4 11 3 5 5 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 1 2 2 6 12 12 6 10 4 8 8 5 10 12 12 12 5 12 12 4 9 12 12 5 2 2 2 3 2 6 3 2 3 2 2 2 1 2 2 2 2 1 1 1 3 2 2 5 3 8 9 7 9 10 4 10 9 6 8 8 8 7 8 6 7 7 2 3 8 16 571 2523351048444411121111114522111111111111227113212228551223263022111112121212148121212127141261212771412812411355222212212222222122612126104885101212125121249121252223263232221222211132253897910410968887867723816 1 0,3333 0,3333 0,3333 0 0,4156 0,5844
2 6 2 1 1 1 10 4 8 1 5 1 1 1 1 1 1 1 1 1 1 1 11 4 2 2 1 1 1 1 1 5 1 1 1 1 1 1 1 2 7 1 1 6 1 1 2 2 28 5 5 1 2 1 21 2 30 1 2 11 10 12 12 9 12 12 8 12 12 12 12 12 10 12 12 11 8 8 9 11 9 12 12 12 11 9 4 3 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 9 7 12 7 9 6 7 8 8 11 7 7 6 8 6 8 7 8 6 6 6 2 2 6 4 4 4 2 4 2 2 4 2 3 3 1 3 3 3 3 3 3 3 3 3 2 4 3 6 6 7 5 4 6 8 5 6 6 6 3 5 4 3 3 3 2 3 572 26211110481511111111111114221111151111111271161122285512121230121110121291212812121212121012121188911912121211943121222222222222121971279678811776868786662264442422423313333333332436675468566635433323 1 0,3333 0,3333 0,3333 0 0,1174 0,8826
2 2 2 2 2 2 10 4 8 2 4 5 5 4 4 1 1 1 2 1 1 2 11 5 1 1 1 1 5 4 5 4 1 1 1 4 1 1 1 4 4 1 1 3 2 1 2 1 8 3 9 1 2 5 8 2 4 2 2 1 12 12 12 1 12 12 12 12 12 12 11 12 3 12 12 12 12 12 12 12 11 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 4 5 1 1 1 1 1 11 1 1 1 12 12 5 12 12 12 1 1 12 12 1 2 1 5 2 5 1 2 6 2 2 5 2 2 1 1 3 3 2 3 3 1 1 3 1 3 1 1 1 1 11 1 11 1 1 1 1 1 1 11 1 1 8 1 5 8 2 573 22222210482455441112112115111154541114111441132121839125824221121212112121212121211123121212121212121112121211755222222222222122124511111111111212512121211121212152512622522113323311313111111111111111111181582 1 0,3333 0,3333 0,3333 0,3518 0,469 0,1792
2 1 2 3 3 5 10 4 8 1 4 1 2 4 2 4 4 2 1 5 5 7 10 4 2 2 1 1 2 4 2 2 1 2 1 1 2 2 1 5 1 1 1 3 3 3 7 2 28 3 17 3 16 1 4 2 30 2 2 11 9 12 8 9 5 12 8 9 12 6 10 9 7 12 12 12 12 12 12 12 12 12 7 12 11 7 5 5 2 1 2 2 2 1 2 2 1 2 2 2 2 2 1 2 2 1 9 12 8 9 11 4 10 4 7 10 3 8 2 12 3 12 5 8 7 5 2 2 1 2 6 2 2 2 2 2 2 2 2 3 3 1 3 3 4 3 3 3 3 3 3 1 10 9 6 5 5 6 9 8 8 2 6 3 4 7 9 8 6 5 3 8 11 574 21233510481412424421557104221124221211221511133372283173161423022119128951289126109712121212121212121271211755212221221222221221912891141047103821231258752212622222222331334333333110965569882634798653811 1 0,3333 0,3333 0,3333 0 0,1395 0,8605
1 3 2 3 2 4 3 1 12 1 5 2 5 2 2 1 5 1 1 1 4 7 9 4 2 2 1 1 1 1 1 1 1 1 1 1 5 1 2 2 7 1 2 2 2 4 7 1 4 2 9 1 2 2 32 6 30 2 2 6 1 12 12 12 12 2 12 2 3 12 12 12 1 12 12 2 9 12 4 12 12 12 12 12 11 4 4 5 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 1 1 1 1 9 1 1 6 1 1 1 1 1 12 1 1 1 1 1 2 2 2 2 5 2 2 5 2 2 6 2 1 1 1 1 1 1 3 3 1 1 3 1 2 5 7 3 6 4 2 5 6 4 3 2 4 3 5 6 4 1 2 3 2 1 575 13232431121525221511147942211111111115122712224714291223263022611212121221223121212112122912412121212121144522122222222222212121111191161111112111112222522522621111113311312573642564324356412321 1 0,3333 0,3333 0,3333 0,2791 0,2154 0,5054
2 5 2 3 3 5 6 1 12 2 5 1 2 1 2 1 1 2 1 1 1 3 1 5 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 4 1 2 3 2 1 3 2 28 5 13 1 12 2 32 6 4 2 2 1 1 1 12 1 12 12 12 1 12 12 1 12 1 12 12 1 1 1 12 12 12 1 12 12 11 6 5 5 1 2 2 2 2 2 1 1 1 2 2 2 2 2 2 1 2 1 1 12 12 4 1 12 1 4 12 1 12 12 12 12 12 12 4 1 12 12 4 2 2 6 6 6 2 6 2 2 6 6 2 3 1 3 3 3 1 3 3 1 3 3 1 2 1 1 1 1 1 1 1 1 11 1 1 1 1 1 1 1 12 3 5 1 2 576 252335611225121211211131521111111111111214123213228513112232642211112112121211212112112121111212121121211655122222111222222121112124112141211212121212124112124226662622662313331331331211111111111111111123512 1 0,3333 0,3333 0,3333 0,394 0,606 0
2 2 2 2 2 2 10 4 12 5 5 5 5 1 1 5 2 1 1 1 1 1 6 2 2 1 1 1 5 5 1 5 2 1 1 5 5 1 1 5 1 2 1 3 2 1 1 2 28 3 2 1 1 2 32 6 22 2 2 7 2 12 12 3 12 12 2 3 12 12 3 2 4 1 5 4 2 12 2 12 5 12 12 12 1 8 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 11 11 7 9 10 11 1 4 4 11 1 5 11 12 1 12 6 10 1 1 1 2 2 5 5 6 2 2 6 6 2 5 5 3 3 3 4 4 4 4 4 3 3 4 4 1 3 5 5 2 4 4 8 8 10 2 3 3 5 5 6 2 10 3 5 3 10 577 222222104125555115211111622111551521155115121321122832112326222272121231212231212324154212212512121218552222222222222221211111791011144111511121126101112255622662553334444433441355244881023355621035310 1 0,3333 0,3333 0,3333 0,2348 0,0175 0,7477
2 5 2 4 4 3 10 4 12 3 5 1 5 1 1 1 5 1 3 1 1 2 11 7 2 2 2 1 1 2 1 2 1 1 5 5 5 1 2 2 8 2 1 1 5 1 1 2 28 2 9 1 7 2 32 6 30 2 2 1 12 1 12 6 12 12 12 12 12 12 1 12 12 12 12 1 12 12 12 12 12 12 12 12 11 4 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 11 12 12 11 11 1 11 1 12 11 12 12 11 1 1 12 11 1 1 1 1 2 2 5 7 6 6 4 6 5 2 6 2 3 2 4 4 4 4 4 4 4 4 4 4 1 1 1 1 6 6 1 6 6 6 1 1 1 1 1 1 1 4 1 5 3 14 578 2524431041235151115131121172221121211555122821151122829172326302211211261212121212121121212121121212121212121211455222222222222222125111212111111111211121211111211111122576646526232444444444411116616661111111415314 1 0,3333 0,3333 0,3333 0,3656 0,6344 0
