sexo Idade REG Q1 Q2 Q3 Ramo_atividade Ocupação UF Q402 Q403 Q404 Q405 Q406 Q407 Q501 Q502 Q7 Q8 Q12P1A Q12P2A Q12P2B Q18 Q21 Q22A P1 P8 P9 P1001 P1002 P1003 P1004 P1101 P1102 P1103 P1104 P1105 P12 P24 P25 P26 P29 P30 D4 D12A Q13B2 Q13B2A Q10A Q10B Q11 Q12P1B Q13A Q13B Q22B Q22C Q22D P1A D51 D52 Q1501 Q1502 Q1503 Q1504 Q1505 Q1506 Q1507 Q1508 Q1509 Q1510 Q1511 Q1512 Q1513 Q1514 Q1515 Q1516 Q1517 Q1518 Q1519 Q1520 Q1521 Q1522 Q1523 Q1524 Q1525 Q1526 Escolaridade Q14A Q14B P201 P203 P204 P205 P207 P208 P209 P210 P211 P212 P213 P216 P217 P215 P202 P206 P214 P18 Q1601 Q1602 Q1603 Q1604 Q1605 Q1606 Q1607 Q1608 Q1609 Q1610 Q1611 Q1612 Q1613 Q1614 Q1615 Q1616 Q1617 Q1618 Q1619 Q1620 Q1621 P301 P302 P304 P305 P308 P309 P310 P311 P312 P303 P307 P306 P401 P402 P403 P404 P405 P406 P407 P408 P409 P410 P411 P412 P5 P601 P602 P603 P604 P605 P606 P607 P608 P609 P610 P611 P612 P613 P614 P615 P616 P27 D11 D10 D9Renda D7 seq Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
1 2 5 4 4 5 10 4 26 5 5 4 1 2 2 2 2 1 1 1 1 5 12 4 2 2 1 1 1 1 1 4 1 5 2 1 1 1 2 10 11 2 2 3 2 3 7 2 28 5 15 3 16 2 32 6 30 2 2 1 12 14 12 12 12 14 12 14 14 14 12 14 12 12 14 12 12 12 12 12 12 12 12 14 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 12 12 2 2 3 6 12 12 2 12 12 12 12 12 12 12 2 12 12 2 6 2 5 6 6 2 2 4 4 5 5 6 4 1 4 5 5 5 5 5 5 5 5 5 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 6 5 9 11 2354 1254451042655412222111151242211111415211121011223237228515316232630221121412121214121414141214121214121212121212121214117552222222222222222222121222361212212121212121212212122625662244556414555555555212111111111111111665911 1 0,3333 0,3333 0,3333 0 0,9703 0,0297
1 5 5 4 4 2 6 1 26 1 5 1 5 1 1 2 2 1 1 1 1 2 12 4 2 2 2 1 1 1 2 5 2 1 1 1 1 1 2 10 11 2 2 1 3 1 6 2 28 5 6 1 15 2 32 6 30 2 2 14 14 12 12 14 12 12 14 12 12 12 14 12 14 12 12 14 12 12 14 12 14 14 12 12 11 4 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 12 12 5 3 2 6 12 12 6 12 12 12 12 12 12 3 4 12 12 1 5 2 2 2 5 2 5 5 2 2 5 2 3 3 4 4 4 4 4 4 4 4 4 4 2 6 3 3 1 2 2 3 3 2 2 2 2 2 2 2 2 16 6 3 9 1 2355 1554426126151511221111212422211125211111210112213162285611523263022141412121412121412121214121412121412121412141412121145522222222222222222241212532612126121212121212341212152225255225233444444444426331223322222222166391 1 0,3333 0,3333 0,3333 0 0,8441 0,1559
2 2 5 4 4 3 10 4 26 3 5 3 3 5 3 3 3 3 1 4 4 7 14 4 2 2 2 2 1 5 2 4 3 1 5 1 3 1 2 10 11 2 2 1 3 3 7 2 28 3 17 3 16 2 32 6 30 2 2 14 14 14 12 12 14 12 14 12 14 14 14 14 14 12 12 12 12 14 14 14 14 14 12 12 11 8 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 5 12 12 3 1 4 5 4 12 7 2 12 12 12 12 12 2 1 12 12 1 2 1 5 5 6 4 6 3 3 2 6 2 3 2 2 4 3 3 4 4 3 4 3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 2 5 9 11 2356 22544310426353353333144714422221524315131210112213372283173162326302214141412121412141214141414141212121214141414141212118552222222222222222235121231454127212121212122112121215564633262322433443433211111111111111111625911 1 0,3333 0,3333 0,3333 0 0,9086 0,0914
1 3 5 3 3 2 7 1 26 1 1 1 5 1 1 1 4 1 1 4 4 7 11 5 2 2 1 2 1 5 2 1 1 1 1 2 2 1 2 1 4 2 2 2 2 4 7 2 28 4 17 4 16 2 32 6 30 2 2 1 1 4 12 1 12 8 1 1 12 12 14 4 1 6 6 11 12 3 9 7 11 11 4 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 11 12 12 11 4 8 9 6 4 6 12 12 4 6 12 12 1 1 4 1 1 2 2 1 2 2 2 2 2 2 2 2 2 1 1 1 5 5 4 4 5 5 5 1 5 1 9 6 4 2 4 8 11 11 11 11 11 6 4 4 6 8 2 2 3 9 1 2357 135332712611151114114471152212152111122121422224722841741623263022114121128111212144166111239711114121175522222222222222222511121211489646121246121211411221222222222111554455515196424811111111116446822391 1 0,3333 0,3333 0,3333 0,1338 0,3956 0,4706
2 3 5 4 4 4 10 4 26 2 5 2 4 2 2 2 2 1 2 4 4 7 5 5 2 1 2 2 2 5 4 2 2 4 2 2 2 1 2 10 11 2 2 1 2 4 7 2 28 4 17 4 16 2 32 6 4 2 2 2 5 5 12 12 12 12 5 12 12 12 6 12 5 12 12 12 12 12 12 12 12 5 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 6 4 6 5 5 1 3 3 6 12 6 12 3 1 12 3 2 4 3 4 2 5 2 5 5 4 3 5 4 4 3 2 4 2 4 4 4 2 2 4 3 2 5 3 3 3 3 4 5 4 5 3 3 3 3 2 2 2 16 5 3 9 14 2358 2354441042625242222124475521222542242221210112212472284174162326422255121212125121212612512121212121212125121211755222222222222222222443464655133612612311232434252554354432424442243253333454533332221653914 1 0,3333 0,3333 0,3333 0 0,2263 0,7737
2 2 5 4 4 5 2 1 26 3 5 1 3 3 3 3 5 1 1 4 4 7 12 5 2 2 1 3 1 2 2 5 3 3 1 1 3 1 2 10 11 2 2 1 3 4 7 2 28 3 17 4 16 2 32 6 30 2 2 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 4 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 12 12 1 1 12 6 3 12 4 12 12 3 12 12 12 1 1 12 1 1 7 7 7 7 7 7 7 7 7 7 7 7 4 3 3 4 4 4 4 4 4 4 4 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 2 5 9 1 2359 22544521263513333511447125221312253311312101122134722831741623263022112121212121212121212121212121212121212121212121211743222222222222222223312121112631241212312121211121177777777777743344444444431111111111111111162591 1 0,3333 0,3333 0,3333 0,0504 0,9299 0,0197
2 5 5 4 4 4 10 4 26 2 2 2 1 2 2 2 2 1 2 4 4 7 8 5 2 1 4 3 1 2 2 2 3 3 1 2 2 1 2 10 11 2 2 1 3 5 7 2 28 7 17 5 16 2 32 6 4 2 2 2 5 4 5 5 5 5 4 5 12 5 6 12 4 4 5 4 12 12 4 4 12 4 12 12 5 4 4 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 1 3 3 1 3 9 5 4 1 4 3 6 12 5 4 4 1 12 4 1 4 3 4 5 4 3 2 5 3 3 3 4 3 2 2 3 3 3 4 3 2 2 4 2 3 6 3 4 4 5 5 6 6 6 4 4 5 5 4 4 3 16 2 5 9 14 2360 255444104262221222212447852143122233122121011221357228717516232642225455554512561244541212441241212544522222222222222222241331395414361254411241434543253334322333432242363445566644554431625914 1 0,3333 0,3333 0,3333 0 0,1502 0,8498
1 2 5 4 4 5 10 4 26 1 5 1 4 3 1 4 2 1 3 6 6 7 12 5 2 2 2 2 5 5 5 4 4 4 5 5 5 1 2 10 11 2 2 3 2 3 7 2 28 4 17 3 16 2 32 6 30 2 2 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 12 12 1 1 1 6 1 12 1 12 12 12 12 12 12 12 1 12 12 1 4 2 6 6 6 2 6 4 3 2 6 2 3 2 2 4 4 2 4 4 2 4 3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 5 5 9 10 2361 125445104261514314213667125222255544455512101122323722841731623263022112121212121212121212121212121212121212121212121211755222222222222222222112121116112112121212121212112121426662643262322442442433211111111111111111655910 1 0,3333 0,3333 0,3333 0,1545 0,8455 0
1 4 5 4 4 5 8 4 26 1 5 2 5 4 1 2 4 1 1 4 4 7 14 5 2 2 1 2 2 5 1 2 2 2 2 5 2 2 1 10 11 2 2 3 3 4 7 2 28 3 17 4 16 2 32 6 30 2 2 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 7 3 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 12 12 3 4 12 1 3 1 4 4 12 12 12 12 12 4 4 12 12 1 2 2 2 2 6 5 6 2 5 2 6 2 1 1 3 4 3 3 4 4 4 4 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 6 3 9 1 2362 14544584261525412411447145221225122225221101122334722831741623263022112121212121212121212121212121212121212121212121211735222222222222222224412123412131441212121212441212122226562526211343344442221111111111111111166391 1 0,3333 0,3333 0,3333 0,0503 0,8734 0,0762
2 4 5 4 4 5 2 1 26 1 5 1 1 1 1 1 7 1 1 6 7 7 12 5 2 2 1 3 2 5 1 3 1 4 2 2 2 1 2 2 7 2 1 1 3 7 7 2 28 5 17 7 16 2 32 6 30 2 2 1 12 12 12 1 12 12 1 12 12 12 12 12 1 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 12 1 6 1 5 1 1 1 5 1 1 12 12 12 1 1 5 12 1 1 3 4 6 6 6 3 6 4 4 4 6 6 3 4 4 3 3 2 4 4 4 4 3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 15 6 3 2 1 2363 2454452126151111171167712522132513142221227211377228517716232630221121212112121121212121211212121212121212121212117552222222222222222255121615111511121212115121134666364446634433244443321111111111111111156321 1 0,3333 0,3333 0,3333 0,3871 0,5755 0,0375
2 4 5 4 3 4 5 1 26 1 5 1 4 4 2 1 3 1 1 1 1 3 12 3 2 1 1 2 3 5 1 5 2 1 3 5 1 1 2 5 1 2 1 1 2 4 7 2 28 4 8 4 16 1 22 2 4 1 2 1 12 12 12 1 12 1 6 12 12 12 14 12 12 12 9 12 12 12 12 12 3 12 12 12 11 9 5 5 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 9 12 8 11 1 11 1 2 7 1 5 3 3 12 5 12 1 3 12 1 1 1 6 6 4 6 4 3 2 4 4 6 3 2 4 3 4 3 2 4 4 3 3 2 3 2 1 1 1 3 1 3 5 3 1 1 1 1 1 1 1 1 16 6 3 9 1 2364 2454345126151442131111312321123515213511251211247228484161222412112121211216121212141212129121212121231212121195522122222222222222391281111112715331251213121116646432446324343244332321113135311111111166391 1 0,3333 0,3333 0,3333 0,3511 0,3273 0,3217
2 3 5 3 2 2 6 1 26 1 5 1 1 1 1 1 1 1 2 4 4 7 12 5 2 1 4 3 6 1 6 6 1 5 5 5 1 1 2 2 8 2 2 3 3 4 7 2 28 3 17 4 16 2 32 6 4 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 1 1 6 1 1 6 11 1 6 1 12 12 6 12 12 1 1 1 12 1 1 1 4 6 6 6 2 6 6 3 3 6 3 2 4 2 4 2 2 4 4 2 2 4 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 4 3 9 2 2365 235322612615111111124471252143616615551122822334722831741623264221111111111111111111111111175522222222222222222611611611161121261212111121114666266336324242244224421111111111111111164392 1 0,3333 0,3333 0,3333 0,8546 0,1454 0
2 6 5 4 4 2 10 4 26 1 5 1 2 1 1 1 1 1 2 1 1 2 12 5 2 1 2 2 5 1 2 1 1 5 4 5 5 1 1 2 8 2 2 1 2 1 6 2 28 2 9 1 15 2 32 6 4 2 2 1 5 6 6 6 2 6 9 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 6 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 8 1 1 9 11 1 8 1 1 12 11 12 1 12 1 1 12 1 1 2 6 6 3 6 2 2 5 3 3 6 2 2 3 2 3 3 3 4 4 1 2 4 2 2 1 1 9 1 1 1 5 5 5 1 1 9 1 1 1 1 7 6 3 9 14 2366 265442104261512111112112125212251211545511282212162282911523264221566626966666666666566666175522222222222222222111811911181112111211211121126636225336223233344124221191115551191111763914 1 0,3333 0,3333 0,3333 0,4829 0 0,5171
1 6 5 4 4 3 10 4 26 1 5 1 2 2 1 2 2 1 1 4 4 7 12 7 2 2 2 3 4 4 4 4 2 4 4 2 2 1 2 10 11 2 2 1 3 4 7 2 28 5 17 4 16 2 32 6 30 2 2 1 1 1 14 2 12 12 12 14 12 12 2 14 1 12 12 1 1 12 12 12 12 12 12 1 11 2 4 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 12 12 2 2 2 4 2 4 2 2 2 2 12 12 12 2 2 12 12 2 2 2 2 2 5 2 5 5 5 3 6 2 3 3 3 3 3 3 4 4 3 4 4 4 1 2 2 2 2 2 2 4 6 2 2 2 2 2 2 2 2 15 6 11 9 12 2367 165443104261512212211447127222344442442212101122134722851741623263022111142121212141212214112121112121212121211124522222222222222222441212222424222212121222121222222525553623333334434441222222462222222215611912 1 0,3333 0,3333 0,3333 0,1415 0,4595 0,399
2 5 5 4 4 3 7 1 26 1 5 3 3 2 2 1 2 1 2 4 4 7 12 4 2 2 4 3 1 1 1 1 1 1 1 1 2 1 1 10 11 2 2 5 1 4 7 2 28 3 17 4 16 2 32 6 30 2 2 4 5 12 12 6 12 12 12 12 12 12 4 12 12 12 14 12 12 12 12 12 12 12 12 12 11 2 5 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 2 12 12 2 3 2 5 2 12 2 2 12 12 12 12 12 6 1 12 12 1 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 2 2 2 8 8 2 5 6 5 2 2 2 2 2 2 2 16 2 5 9 1 2368 25544371261533221212447124224311111111211101122514722831741623263022451212612121212121241212121412121212121212121211254222222222222222224212122325212221212121212611212133333334333333333333334332228825652222222162591 1 0,3333 0,3333 0,3333 0 0,5668 0,4332
1 7 5 4 4 3 10 4 26 1 5 2 5 2 2 2 5 1 2 1 1 2 6 5 2 2 1 1 2 5 5 1 1 1 1 1 3 1 2 6 7 2 1 6 1 4 7 2 28 4 9 4 16 2 32 6 30 2 2 1 3 6 12 4 12 6 3 12 12 12 12 12 2 2 12 3 12 12 3 12 7 3 12 12 11 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 6 1 1 1 3 1 3 10 1 12 1 6 12 1 1 1 12 1 1 12 3 1 2 2 4 2 4 4 4 2 2 4 4 2 3 2 2 2 2 2 2 2 1 2 2 2 1 1 4 1 6 3 1 6 6 1 4 4 1 4 4 4 4 4 5 11 9 13 2369 17544310426152522251211265221125511111312672161472284941623263022136124126312121212122212312123127312121125522222222222222212611131310112161211112111231224244422442322222221222114163166144144444511913 1 0,3333 0,3333 0,3333 0,2049 0,201 0,594
2 4 5 4 4 5 7 1 26 1 5 1 2 2 1 1 1 1 1 9 9 7 12 5 2 2 2 1 1 2 2 2 1 1 1 1 1 1 2 10 11 2 2 1 1 9 7 2 28 5 17 9 16 2 32 6 30 2 2 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 2 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 12 12 2 2 2 2 2 12 1 2 12 12 12 12 12 3 1 12 12 1 2 2 3 2 2 2 2 5 5 2 2 2 3 1 3 1 1 4 4 4 4 4 4 4 2 2 4 5 2 2 2 5 5 2 2 2 2 2 4 2 2 16 6 11 9 1 2370 245445712615122111119971252221122211111121011221197228517916232630221121212121212121212121212121212121212121212121212112552222222222222222222121222222121212121212123112121223222255222313114444444224522255222224221661191 1 0,3333 0,3333 0,3333 0 0,7892 0,2108
1 5 5 3 3 2 1 3 26 2 2 2 2 1 2 2 3 1 1 4 4 7 12 4 2 2 1 1 2 2 2 2 2 1 3 2 4 1 2 10 11 2 2 3 1 4 7 2 28 5 17 4 16 2 32 6 30 2 2 1 12 12 14 12 12 12 14 12 12 12 12 12 12 12 12 14 12 12 14 12 12 14 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 6 1 1 1 3 1 8 2 1 4 1 12 1 12 1 12 1 3 12 1 1 2 2 2 4 5 2 3 2 2 2 5 2 2 2 2 2 2 1 4 3 2 2 2 2 1 1 1 1 6 2 1 6 6 1 1 1 1 1 1 1 1 16 5 10 9 3 2371 155332132622221223114471242211222221324121011223147228517416232630221121214121212141212121212121212141212141212141212117552222222222222222246111318214112112112131211222452322252222221432222111162166111111111651093 1 0,3333 0,3333 0,3333 0,2127 0,5773 0,21
1 5 5 4 4 5 6 1 26 1 5 1 2 2 2 2 2 1 2 1 1 2 12 5 2 2 2 1 1 5 1 1 1 4 5 4 4 1 2 10 11 2 2 1 2 8 7 2 28 5 9 8 16 2 32 6 30 2 2 14 14 14 12 14 12 14 14 12 12 12 14 14 14 14 12 14 14 14 14 14 14 14 12 12 11 3 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 12 12 7 1 12 5 1 12 1 12 12 12 12 12 12 12 1 12 12 1 5 2 6 6 6 2 6 5 5 2 6 5 3 3 3 4 4 4 4 4 3 4 3 3 2 1 2 2 2 2 2 3 3 3 1 1 1 1 2 2 2 15 6 5 9 1 2372 15544561261512222212112125222115111454412101122128722859816232630221414141214121414121212141414141214141414141414121211355222222222222222223612127112511211212121212121211212152666265526533344444343321222223331111222156591 1 0,3333 0,3333 0,3333 0 1 0
2 2 5 4 4 3 10 4 26 2 2 2 2 2 1 1 2 1 2 1 1 2 12 4 2 2 1 1 1 2 2 2 1 1 1 1 2 1 2 2 1 2 2 1 3 1 6 2 28 3 9 1 15 2 32 6 30 2 2 4 12 12 12 12 12 12 12 12 12 12 12 12 4 12 12 12 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 4 4 4 2 3 3 3 2 4 2 2 2 1 2 2 3 3 3 2 3 2 2 1 2 2 1 5 5 3 3 6 6 1 1 1 1 1 1 1 4 2 3 8 14 2373 2254431042622222112121121242211122211112122122131622839115232630224121212121212121212121212412121212121212121212121175522222222222222222211111111111111111111122444233324222122333232212215533661111111423814 1 0,3333 0,3333 0,3333 0,3343 0,3931 0,2725
1 3 5 4 4 4 10 4 26 1 5 1 2 1 1 1 1 2 1 1 1 2 1 4 2 2 1 1 1 2 2 2 5 2 1 2 2 1 2 10 11 2 2 3 3 8 7 2 28 5 9 1 15 2 32 6 30 2 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 7 3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 4 1 6 4 2 4 4 3 1 6 4 3 4 1 1 3 3 4 3 3 4 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 5 4 9 16 2374 135444104261512111121112142211122252122121011223387228591152326302211113111111111113111111111731222222222222222222111111211311111111111241642443164341133433433111111111111111111654916 1 0,3333 0,3333 0,3333 1 0 0
1 4 5 4 4 5 4 3 26 1 5 1 1 3 1 1 2 1 1 4 4 7 12 5 2 2 2 2 2 2 1 1 2 2 2 2 2 1 2 10 11 2 2 1 1 4 7 2 28 5 17 4 16 2 32 6 30 2 2 6 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 3 4 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 12 2 4 6 5 4 2 2 2 2 12 12 12 12 12 6 6 12 4 2 2 2 2 2 5 5 5 6 6 2 5 5 1 1 1 3 3 4 4 4 4 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 16 5 3 9 3 2375 14544543261511311211447125222222112222212101122114722851741623263022612121212121212121212121212121212121212121212121211343222222222222222222512246542222121212121266124222225556625511133444444422222222222222222165393 1 0,3333 0,3333 0,3333 0 0,6836 0,3164
2 3 5 4 4 3 8 1 26 1 5 2 4 2 2 4 4 2 2 1 1 2 12 4 2 2 2 2 2 2 5 3 2 2 2 1 3 1 1 9 11 2 2 3 3 1 6 2 28 4 9 1 15 2 32 6 30 2 2 2 6 5 12 5 12 12 4 12 12 12 7 12 6 5 12 5 12 12 6 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 4 1 4 3 3 4 9 5 4 1 3 4 6 12 3 12 6 1 12 4 2 4 3 4 4 5 3 4 5 4 3 5 4 4 3 2 4 3 4 4 3 2 3 4 3 2 4 5 6 4 4 7 7 7 4 3 3 4 4 3 2 5 16 5 5 8 1 2376 23544381261524224422112124222222532221311911223316228491152326302226512512124121212712651251212612121212121175522222222222222222341433495413461231261124243445345435443243443234324564477743344325165581 1 0,3333 0,3333 0,3333 0 0,1639 0,8361
2 4 5 4 4 5 1 3 26 1 5 1 1 1 1 1 2 1 1 4 4 7 12 5 2 2 3 2 5 4 2 2 2 2 5 4 2 1 2 10 11 2 2 1 1 4 7 2 28 5 17 4 16 2 32 6 30 2 2 1 2 3 12 3 12 12 2 12 12 12 2 12 3 12 12 12 12 12 2 12 12 12 12 12 11 5 4 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 4 3 12 6 5 2 3 3 12 2 3 12 12 12 2 12 5 1 12 12 1 2 2 4 4 5 3 6 2 2 3 6 3 3 3 3 4 4 3 4 4 4 4 3 3 2 1 2 2 2 1 1 1 1 1 1 1 1 2 1 1 1 16 6 3 8 3 2377 24544513261511111211447125223254222254212101122114722851741623263022123123121221212122123121212121221212121212115452222222222222222254312652331223121212212511212122445362236333344344443321222111111112111166383 1 0,3333 0,3333 0,3333 0,0323 0,6739 0,2937
1 3 5 3 2 2 9 3 26 2 4 3 4 1 1 4 5 2 2 1 1 2 5 4 2 1 1 2 1 4 2 3 2 1 2 4 4 1 2 1 1 2 1 3 4 4 7 2 28 4 9 4 16 1 15 2 24 2 2 1 12 2 12 3 6 6 6 7 12 12 4 5 8 7 5 8 4 4 1 4 5 3 6 12 9 7 4 3 2 1 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 4 6 7 12 8 4 6 11 4 12 6 7 4 8 2 4 4 4 1 12 4 1 3 2 4 5 2 3 5 2 2 3 5 4 2 2 3 3 2 4 3 2 2 3 2 2 2 4 3 5 6 7 5 7 8 6 5 4 4 3 6 4 5 10 3 5 8 3 2378 13532293262434114522112542112142321244121121344722849416115224221122123666712124587584414536129743212222222122212124671284611412674824441124132452352235422332432232224356757865443645103583 1 0,3333 0,3333 0,3333 0,0194 0 0,9806
1 2 5 1 2 2 4 3 26 2 3 2 2 1 1 2 5 1 1 1 1 2 11 5 2 1 1 1 3 5 2 1 2 2 3 1 2 1 2 5 5 2 2 1 2 1 1 2 28 3 9 1 1 2 32 6 4 2 2 1 2 2 2 2 12 4 4 12 12 5 4 2 2 12 12 2 12 2 2 2 12 2 12 12 11 8 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 3 1 1 3 1 3 6 3 4 1 4 1 5 1 12 12 3 3 1 1 3 2 2 4 3 5 3 3 6 3 3 5 2 2 1 2 3 3 3 4 3 2 3 4 3 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 2 5 8 3 2379 125122432623221125111121152111352122312125522121122839112326422122221244121254221212212222122121211855222222222222222225311313634141511212331132243533633522123334323431111112111121111142583 1 0,3333 0,3333 0,3333 0,4389 0 0,5611
2 7 5 1 1 1 10 4 26 2 5 1 1 4 1 1 2 1 4 1 1 2 11 5 2 1 1 2 4 1 1 1 1 2 1 1 2 1 1 2 4 2 2 6 3 1 1 2 28 5 9 1 1 1 8 3 4 2 2 1 12 12 1 1 12 5 1 12 3 3 10 2 1 1 12 1 12 12 4 12 2 12 3 2 11 8 5 5 2 3 2 2 2 1 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 6 11 1 6 1 1 14 1 1 12 2 1 1 1 1 1 3 2 3 3 6 3 4 6 3 2 4 2 5 2 2 3 4 4 4 4 2 3 4 2 2 1 1 1 1 1 1 1 1 5 1 1 1 1 4 1 1 1 2 4 8 12 2380 275111104262511411214112115211241111211211242263112285911183422112121112511233102111211212412212321185523222122222222212111111611161114111221111132336346324252234444234221111111151111411124812 1 0,3333 0,3333 0,3333 0,6406 0,1121 0,2474
1 3 5 4 4 5 1 1 26 5 1 5 1 1 3 1 4 2 1 1 1 2 5 5 2 1 3 3 1 1 1 1 1 1 1 1 1 3 2 2 3 1 2 3 2 1 2 2 28 4 3 1 2 2 32 6 21 2 2 5 12 6 12 2 6 6 12 12 12 12 12 12 12 12 2 12 5 12 4 12 12 2 12 12 11 9 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 4 6 5 5 6 6 6 2 6 6 6 6 12 12 6 6 12 6 6 12 4 6 2 2 4 2 4 4 4 4 3 4 2 4 1 1 4 4 4 4 1 1 1 1 1 1 1 8 7 4 4 3 3 3 3 3 3 3 3 3 3 3 3 1 8 5 9 2 2381 135445112651511314211125521331111111113223123212228431223262122512612266121212121212121221251241212212121192222212222222222212465566626666121266126612462242444434241144441111111874433333333333318592 1 0,3333 0,3333 0,3333 0 0,3027 0,6973
1 2 5 3 2 2 10 4 26 1 5 1 5 2 1 2 5 1 1 1 1 2 14 5 2 2 1 1 2 5 2 5 2 2 2 4 2 1 2 5 6 2 2 3 3 3 7 1 14 3 9 3 16 2 32 6 30 2 2 1 12 12 12 3 12 12 12 12 12 4 6 12 2 12 12 3 12 12 12 12 12 12 12 12 11 7 5 5 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1 2 4 1 2 12 3 2 1 9 12 6 2 12 2 3 12 12 1 1 1 1 12 1 2 8 4 5 5 2 3 5 5 1 4 2 2 6 1 2 2 2 4 4 1 2 4 4 2 3 3 1 2 2 2 6 4 4 4 4 3 4 3 2 2 4 5 3 9 2 2382 12532210426151521251111214522112525222421256223337114393162326302211212123121212121246122121231212121212121212117552221222222221221241212321912621223121211111212845523551422612224412442331222644443432245392 1 0,3333 0,3333 0,3333 0,096 0,2562 0,6478
